% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 27 2026, 22:05
% Table:              Tabla 10 - Valor propio 1
% a (nm)                                          lambda                                            Energía propia (eV)                               Probabilidad total (1)
3.9999999999999996                                0.04561899920894232                               0.04561899920894232                               0.9999999999999998
3.9999999999999996                                0.05298030257998258                               0.05298030257998258                               1.000000000000001
3.9999999999999996                                0.06192593750459667                               0.06192593750459667                               0.9999999999999998
3.9999999999999996                                0.08405920201422702                               0.08405920201422702                               0.9999999999999996
3.9999999999999996                                0.08453280014133378                               0.08453280014133378                               1.0000000000000007
3.9999999999999996                                0.08567968759395503                               0.08567968759395503                               0.999999999999999
3.9999999999999996                                0.08568349320943272                               0.08568349320943273                               1.0000000000000007
3.9999999999999996                                0.0886860438999319                                0.0886860438999319                                0.9999999999999987
3.9999999999999996                                0.08914232319344292                               0.08914232319344294                               0.9999999999999999
3.9999999999999996                                0.08957554299002893                               0.08957554299002894                               0.9999999999999994
3.9999999999999996                                0.09480970209412198                               0.09480970209412198                               0.9999999999999999
3.9999999999999996                                0.09480995924911778                               0.0948099592491178                                1.000000000000001
3.9999999999999996                                0.10279133814482352                               0.10279133814482352                               1
3.9999999999999996                                0.10279135204367068                               0.10279135204367068                               0.9999999999999978
3.9999999999999996                                0.11302413089364054                               0.11302413089364054                               1.0000000000000007
3.9999999999999996                                0.11302413176033804                               0.11302413176033806                               1.0000000000000007
3.9999999999999996                                0.1254919362938567                                0.1254919362938567                                1.000000000000001
3.9999999999999996                                0.1254919381834445                                0.1254919381834445                                1.0000000000000004
3.9999999999999996                                0.1263589457125499                                0.1263589457125499                                0.999999999999999
3.9999999999999996                                0.1281307022249236                                0.1281307022249236                                0.9999999999999987
3.9999999999999996                                0.14017375021524703                               0.14017375021524703                               1
3.9999999999999996                                0.1401737508209076                                0.1401737508209076                                0.999999999999998
3.9999999999999996                                0.1570452250569434                                0.1570452250569434                                1.0000000000000004
3.9999999999999996                                0.15704522697894308                               0.15704522697894308                               0.9999999999999996
3.9999999999999996                                0.16807578970593218                               0.16807578970593218                               1.0000000000000004
3.9999999999999996                                0.17607894256623302                               0.17607894256623302                               0.9999999999999998
3.9999999999999996                                0.17607894393582763                               0.17607894393582765                               0.999999999999999
3.9999999999999996                                0.1765300184496395                                0.1765300184496395                                1
3.9999999999999996                                0.1777761439162546                                0.17777614391625463                               0.9999999999999987
3.9999999999999996                                0.17972896688977502                               0.17972896688977502                               1.0000000000000009
4.249999999999999                                 0.04680257495534038                               0.04680257495534039                               1.0000000000000018
4.249999999999999                                 0.05401362426062938                               0.05401362426062938                               0.9999999999999986
4.249999999999999                                 0.06258801183581802                               0.06258801183581802                               1.0000000000000016
4.249999999999999                                 0.08443075469791393                               0.08443075469791393                               0.9999999999999994
4.249999999999999                                 0.08453345023357638                               0.08453345023357638                               0.9999999999999999
4.249999999999999                                 0.085680098938281                                 0.085680098938281                                 0.9999999999999996
4.249999999999999                                 0.08568389610308712                               0.08568389610308712                               0.9999999999999982
4.249999999999999                                 0.08884845943080355                               0.08884845943080355                               1.0000000000000002
4.249999999999999                                 0.08914558985427176                               0.08914558985427176                               1.0000000000000004
4.249999999999999                                 0.08988000710001595                               0.08988000710001595                               0.9999999999999996
4.249999999999999                                 0.09480972129578852                               0.09480972129578852                               1.0000000000000004
4.249999999999999                                 0.09480997720322876                               0.09480997720322877                               1.0000000000000022
4.249999999999999                                 0.10279133878100125                               0.10279133878100126                               0.9999999999999987
4.249999999999999                                 0.10279135307589302                               0.10279135307589303                               1.0000000000000004
4.249999999999999                                 0.11302413094104581                               0.11302413094104581                               0.9999999999999999
4.249999999999999                                 0.113024131806927                                 0.113024131806927                                 0.9999999999999984
4.249999999999999                                 0.12549193629848385                               0.12549193629848385                               1.0000000000000004
4.249999999999999                                 0.1254919381892453                                0.1254919381892453                                0.9999999999999991
4.249999999999999                                 0.12654391388586317                               0.12654391388586317                               1.0000000000000004
4.249999999999999                                 0.12830339752405712                               0.12830339752405712                               0.9999999999999989
4.249999999999999                                 0.14017375021576325                               0.14017375021576325                               1.0000000000000002
4.249999999999999                                 0.14017375082136396                               0.14017375082136396                               0.9999999999999983
4.249999999999999                                 0.1570452250569016                                0.1570452250569016                                1
4.249999999999999                                 0.15704522697890877                               0.1570452269789088                                1.0000000000000007
4.249999999999999                                 0.17170843680080877                               0.17170843680080877                               0.9999999999999996
4.249999999999999                                 0.1760789425661876                                0.1760789425661876                                1.000000000000001
4.249999999999999                                 0.17607894393578535                               0.17607894393578535                               0.9999999999999987
4.249999999999999                                 0.17658847784607495                               0.17658847784607498                               1.0000000000000007
4.249999999999999                                 0.17826360913454625                               0.17826360913454625                               0.9999999999999982
4.249999999999999                                 0.1834713378434248                                0.1834713378434248                                1.0000000000000013
4.5                                               0.048002618318655516                              0.048002618318655516                              0.9999999999999987
4.5                                               0.05511180616040691                               0.05511180616040691                               1.0000000000000016
4.5                                               0.06324043356748472                               0.06324043356748474                               0.9999999999999988
4.5                                               0.08453409914802386                               0.08453409914802386                               1.000000000000001
4.5                                               0.0848287422694915                                0.08482874226949151                               1.0000000000000016
4.5                                               0.08568054833579838                               0.08568054833579838                               0.9999999999999989
4.5                                               0.08568431323273423                               0.08568431323273423                               0.9999999999999972
4.5                                               0.08893517998863538                               0.08893517998863538                               0.9999999999999989
4.5                                               0.08914970955840178                               0.08914970955840178                               1.0000000000000013
4.5                                               0.09028636964006707                               0.09028636964006707                               1.0000000000000022
4.5                                               0.09480974333520972                               0.09480974333520972                               0.9999999999999988
4.5                                               0.0948099955638809                                0.0948099955638809                                1.0000000000000002
4.5                                               0.10279133950119972                               0.10279133950119973                               0.9999999999999998
4.5                                               0.10279135412340903                               0.10279135412340903                               0.9999999999999998
4.5                                               0.11302413099626736                               0.11302413099626736                               1.0000000000000007
4.5                                               0.11302413185729113                               0.11302413185729114                               0.9999999999999994
4.5                                               0.12549193630383948                               0.12549193630383948                               0.9999999999999979
4.5                                               0.12549193819522322                               0.12549193819522322                               1.0000000000000007
4.5                                               0.12675665675541484                               0.12675665675541484                               1.0000000000000002
4.5                                               0.128487562080634                                 0.128487562080634                                 0.9999999999999993
4.5                                               0.14017375021640577                               0.14017375021640577                               0.9999999999999993
4.5                                               0.14017375082200056                               0.14017375082200056                               0.9999999999999978
4.5                                               0.1570452250569407                                0.15704522505694074                               0.9999999999999992
4.5                                               0.15704522697895595                               0.15704522697895595                               1.0000000000000016
4.5                                               0.174603849183686                                 0.174603849183686                                 1.0000000000000004
4.5                                               0.17607894256619228                               0.17607894256619228                               1.0000000000000009
4.5                                               0.17607894393577958                               0.1760789439357796                                0.9999999999999982
4.5                                               0.17665541767874107                               0.17665541767874107                               0.9999999999999989
4.5                                               0.17950431249943005                               0.17950431249943005                               1.0000000000000013
4.5                                               0.1873402848892019                                0.1873402848892019                                0.9999999999999996
4.75                                              0.049226933211392584                              0.04922693321139259                               1.0000000000000007
4.75                                              0.05627486024066563                               0.056274860240665636                              1.0000000000000004
4.75                                              0.06389906771109846                               0.06389906771109846                               0.9999999999999997
4.75                                              0.08453475100835783                               0.08453475100835783                               1.0000000000000022
4.75                                              0.08525240380140768                               0.08525240380140768                               1.0000000000000004
4.75                                              0.08568104158752403                               0.08568104158752404                               0.9999999999999997
4.75                                              0.08568475392856686                               0.08568475392856686                               1.0000000000000007
4.75                                              0.08898391775142245                               0.08898391775142246                               1.0000000000000009
4.75                                              0.08915501964533035                               0.08915501964533035                               0.9999999999999989
4.75                                              0.09077777646971094                               0.09077777646971096                               1.000000000000001
4.75                                              0.09480976863881285                               0.09480976863881285                               1.0000000000000007
4.75                                              0.09481001615485259                               0.09481001615485259                               0.9999999999999998
4.75                                              0.1027913403214221                                0.10279134032142212                               1.0000000000000018
4.75                                              0.10279135538261541                               0.10279135538261541                               0.9999999999999982
