x_0(nm)	Estado_1(eV)	Estado_2(eV)	Estado_3(eV)	Estado_4(eV)	Estado_5(eV)	Estado_6(eV)	Estado_7(eV)	Estado_8(eV)	Estado_9(eV)	Estado_10(eV)	Estado_11(eV)	Estado_12(eV)	Estado_13(eV)	Estado_14(eV)	Estado_15(eV)	Estado_16(eV)	Estado_17(eV)	Estado_18(eV)	Estado_19(eV)	Estado_20(eV)
41	-33.87219109	-26.61858115	-19.61523174	-12.83983844	-6.279657917	-2.668943723	0.07452338983	5.227854973	6.2275823	12.18088643	12.9089361	17.93259039	20.36491915	23.47760095	27.58815639	28.80699815	33.90784991	34.57177043	38.66384154	38.75484167
41.2	-34.23569883	-26.99864278	-20.01224207	-13.2531118	-6.70837057	-3.444550751	-0.3681538829	4.446113056	5.772696104	11.71578695	12.12032666	17.45952432	19.56890834	22.99911426	26.78453844	28.3260719	33.42749723	33.76117887	38.28016175	38.66373723
41.4	-34.59630497	-27.37583951	-20.40641176	-13.66353784	-7.134320843	-4.204605848	-0.8080975028	3.679913403	5.320521558	11.25336954	11.34714852	16.98908744	18.78814425	22.5231714	25.99591777	27.84756273	32.93615546	32.97851801	37.80782207	38.66205809
41.6	-34.95412924	-27.75028699	-20.79785039	-14.07121774	-7.557637137	-4.949544607	-1.24542377	2.928811052	4.870957776	10.58894615	10.79354527	16.52120426	18.02216259	22.04970901	25.22183002	27.37141443	32.17991168	32.47718657	37.3368173	38.65721577
41.8	-35.30930237	-28.12211448	-21.18668256	-14.47627081	-7.978486215	-5.679796266	-1.680280717	2.19235583	4.423869147	9.845251747	10.33618963	16.05575844	17.27048066	21.57861918	24.46178587	26.89752318	31.41218916	32.00317642	36.86689896	38.12419857
42	-35.66196221	-28.49146013	-21.57304263	-14.87882677	-8.39707193	-6.3957683	-2.1128377	1.470098253	3.97910412	9.115592488	9.881161175	15.59261822	16.53261019	21.10977721	23.71528685	26.42577221	30.65725794	31.53159667	36.39750252	37.36420632
42.2	-36.01220797	-28.85841803	-21.95701823	-15.27896431	-8.813587785	-7.097746885	-2.543214847	0.7616849056	3.536572524	8.399587736	9.428391103	15.13172978	15.80815437	20.64314361	22.98192803	25.95613684	29.91506312	31.06208694	35.92741826	36.26132482
42.4	-36.36015956	-29.22310655	-22.33872283	-15.67679241	-9.22834301	-7.785963316	-2.9715855	0.06674388018	3.096135972	7.696824547	8.977757517	14.67298306	15.09667884	20.17861758	22.26126151	25.48852386	29.18521544	30.59449639	34.91134656	35.452561
42.6	-36.70592761	-29.58563471	-22.71826107	-16.07241005	-9.641797026	-8.460467929	-3.398132551	-0.6150563068	2.657662593	7.006916286	8.52914981	14.21627972	14.39777261	19.71611079	21.55286367	25.02285383	28.46730565	30.12873183	33.58766104	34.95345921
42.8	-37.04961022	-29.94609684	-23.09572117	-16.46589819	-10.05473884	-9.12093811	-3.823041303	-1.28399529	2.221040886	6.329510706	8.082484849	13.71105617	13.76155677	19.25557288	20.8563413	24.55909119	27.76094513	29.66476221	32.29022224	34.35858015
43	-37.39130932	-30.30459279	-23.47119804	-16.85734644	-10.46883956	-9.766169927	-4.246546098	-1.94031024	1.786134558	5.664266162	7.637658326	13.03615458	13.30872152	18.79692356	20.17130463	24.09716263	27.06574073	29.20251841	31.0185369	33.68468798
43.2	-37.73111588	-30.6612106	-23.84477414	-17.24683189	-10.88831594	-10.39238604	-4.668914014	-2.584175464	1.352818325	5.010864161	7.194581466	12.37271091	12.8577053	18.3401049	19.4973799	23.63702131	26.38131511	28.74196081	29.77194452	33.00041689
43.4	-38.06913585	-31.01605458	-24.2165498	-17.63445054	-11.3260541	-10.98717287	-5.090503153	-3.215710417	0.9209329561	4.368981319	6.7531359	11.72035548	12.40840695	17.8850253	18.83418054	23.17858321	25.70727598	28.28301199	28.54976034	32.32079649
43.6	-38.40543891	-31.36919052	-24.58658376	-18.02025441	-11.81456486	-11.51838618	-5.511713697	-3.834882545	0.4903674475	3.738361672	6.313265593	11.07878156	11.96079292	17.4316659	18.18138219	22.72184301	25.04329554	27.35136163	27.82567515	31.64885756
43.8	-38.74011493	-31.72070568	-24.95495888	-18.40432174	-12.36563192	-11.97465963	-5.933113414	-4.441545041	0.06096425586	3.118735896	5.874871767	10.4476592	11.51478406	16.97995944	17.53863713	22.26673944	24.389019	26.17609154	27.3698984	30.98532102
44	-39.07324684	-32.07068082	-25.32175101	-18.78672453	-12.94142228	-12.39422181	-6.355456644	-5.035344104	-0.3674373825	2.509861156	5.437861512	9.826675148	11.07030871	16.52984347	16.90561138	21.81321752	23.74411028	25.02333556	26.91563187	30.33029364
44.2	-39.40490612	-32.41918303	-25.68702145	-19.16751828	-13.51935388	-12.80001152	-6.779747071	-5.615631568	-0.7949847078	1.911528633	5.002170386	9.21554066	10.62732866	16.08129417	16.28199896	21.36126485	23.10825876	23.89248433	26.46287306	29.68368215
44.4	-32.766286	-26.05083926	-19.54676849	-14.09249779	-13.19932841	-7.207373198	-6.181397186	-1.221855691	1.323533899	4.567710559	8.613959322	10.18577845	15.63425535	15.66748131	20.91083075	22.48114273	22.78293549	26.01157535	29.04528231	30.73236398
44.6	-33.11205937	-26.41326979	-19.92453767	-14.6586392	-13.59474482	-7.640164011	-6.731171891	-1.648236585	0.7456980047	4.134399141	8.021648142	9.745597676	15.06175456	15.18867576	20.461869	21.69412007	21.86245419	25.56169714	28.41485612	29.64144468
44.8	-33.4565621	-26.77436599	-20.30087333	-15.2170081	-13.98735056	-8.080339766	-7.263057217	-2.074301938	0.1778761072	3.702179926	7.438347293	9.306758251	14.46454045	14.7445399	20.01437275	20.6254944	21.25191441	25.11324118	27.79217544	28.57080823
45	-33.79985707	-27.13418693	-20.67583188	-15.76737738	-14.37770569	-8.530200001	-7.775090372	-2.500255048	-0.3800702351	3.270977002	6.863790901	8.869207059	13.87555213	14.30180295	19.56795455	19.57687549	20.64923446	24.66616896	27.17698171	27.51992052
45.2	-34.14200902	-27.4927932	-21.04947206	-16.30975281	-14.76613938	-8.991338109	-8.26601815	-2.926310867	-0.9282702574	2.840712489	6.297710697	8.432888949	13.29450109	13.86041556	18.54665801	19.12362629	20.05412476	24.22043514	26.48822998	26.56900768
45.4	-34.48305912	-27.85022043	-21.42182496	-16.84421537	-15.15283722	-9.463697006	-8.736164026	-3.35265074	-1.466806817	2.411354714	5.739881115	7.997798538	12.72114653	13.42038423	17.53544502	18.68032908	19.46634563	23.77605905	25.47527163	25.96803675
45.6	-34.8230707	-28.20652885	-21.79294933	-17.37092954	-15.53795664	-9.945383072	-9.187747625	-3.779495076	-1.995789158	1.982830153	5.190046321	7.563883566	12.15521455	12.98166079	16.54238432	18.23838163	18.88562512	23.33298991	24.48056595	25.37381235
