% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 27 2026, 17:09
% Table:              Tabla 9 - Valor propio 2
% F (kV/cm)                                       lambda                                            Energía propia (eV)                               Probabilidad total (1)
-24.400000000000002                               0.04569108007486738                               0.04569108007486738                               0.9999999999999978
-24.400000000000002                               0.05201225901031179                               0.05201225901031179                               0.9999999999999997
-24.400000000000002                               0.05340616798792713                               0.05340616798792714                               0.9999999999999988
-24.400000000000002                               0.06355156154628677                               0.06355156154628677                               1.000000000000001
-24.400000000000002                               0.07332563231233638                               0.0733256323123364                                0.9999999999999999
-24.400000000000002                               0.07691715073283499                               0.07691715073283499                               0.9999999999999986
-24.400000000000002                               0.07760708529295546                               0.07760708529295546                               1.0000000000000004
-24.400000000000002                               0.08273698120256084                               0.08273698120256084                               0.9999999999999993
-24.400000000000002                               0.09172032360189185                               0.09172032360189185                               1.0000000000000002
-24.400000000000002                               0.10023905044870327                               0.10023905044870328                               1.0000000000000004
-24.400000000000002                               0.10820180633949994                               0.10820180633949994                               0.9999999999999997
-24.400000000000002                               0.11553487948868138                               0.11553487948868138                               1.0000000000000007
-24.400000000000002                               0.11827234473956133                               0.11827234473956134                               0.9999999999999997
-24.400000000000002                               0.11849432011256653                               0.11849432011256654                               1.000000000000002
-24.400000000000002                               0.12105769044936739                               0.12105769044936739                               1.0000000000000002
-24.400000000000002                               0.1273671054422399                                0.1273671054422399                                0.9999999999999989
-24.400000000000002                               0.127979830082905                                 0.127979830082905                                 1.0000000000000007
-24.400000000000002                               0.13953273031416863                               0.13953273031416863                               0.9999999999999997
-24.400000000000002                               0.14012208304315907                               0.14012208304315907                               1
-24.400000000000002                               0.15415213688791707                               0.15415213688791707                               0.9999999999999987
-24.400000000000002                               0.15517268277340138                               0.15517268277340138                               1.0000000000000002
-24.400000000000002                               0.1553429384720012                                0.1553429384720012                                0.9999999999999998
-24.400000000000002                               0.16824469309906245                               0.16824469309906248                               0.9999999999999979
-24.400000000000002                               0.16849408197047178                               0.16849408197047178                               1.0000000000000004
-24.400000000000002                               0.17332575690434157                               0.17332575690434157                               1.0000000000000002
-24.400000000000002                               0.17339943621854398                               0.17339943621854398                               1.000000000000001
-24.400000000000002                               0.17754104030665915                               0.17754104030665918                               0.999999999999999
-24.200000000000003                               0.028380959253926363                              0.028380959253926363                              1.0000000000000009
-24.200000000000003                               0.03256350689842748                               0.03256350689842748                               0.9999999999999989
-24.200000000000003                               0.04328624062945588                               0.04328624062945588                               1.0000000000000009
-24.200000000000003                               0.045742030814440025                              0.045742030814440025                              0.9999999999999956
-24.200000000000003                               0.051943727948098053                              0.05194372794809806                               1
-24.200000000000003                               0.0537421249303968                                0.0537421249303968                                1.000000000000001
-24.200000000000003                               0.063841055157425                                 0.063841055157425                                 0.9999999999999993
-24.200000000000003                               0.07356751397668287                               0.07356751397668287                               0.9999999999999979
-24.200000000000003                               0.07690605884642585                               0.07690605884642585                               0.9999999999999981
-24.200000000000003                               0.07760308203951592                               0.07760308203951592                               0.999999999999998
-24.200000000000003                               0.08293172040741277                               0.08293172040741277                               1.000000000000002
-24.200000000000003                               0.0918660337039775                                0.0918660337039775                                1.0000000000000002
-24.200000000000003                               0.10033366767765363                               0.10033366767765363                               0.9999999999999997
-24.200000000000003                               0.10823991621595791                               0.10823991621595792                               0.9999999999999983
-24.200000000000003                               0.11551300345895202                               0.11551300345895202                               0.9999999999999997
-24.200000000000003                               0.11826793312073001                               0.11826793312073001                               1.000000000000001
-24.200000000000003                               0.11849577118504533                               0.11849577118504533                               0.9999999999999974
-24.200000000000003                               0.12087301299931957                               0.12087301299931959                               1.0000000000000002
-24.200000000000003                               0.12714699383093767                               0.12714699383093767                               1.0000000000000002
-24.200000000000003                               0.1278492165333967                                0.1278492165333967                                0.9999999999999994
-24.200000000000003                               0.13943640027917706                               0.1394364002791771                                1.0000000000000009
-24.200000000000003                               0.14000546723634552                               0.14000546723634552                               0.9999999999999993
-24.200000000000003                               0.15424466008129872                               0.15424466008129872                               1
-24.200000000000003                               0.1550985322781258                                0.1550985322781258                                1.0000000000000002
-24.200000000000003                               0.15526420826467607                               0.15526420826467607                               0.9999999999999991
-24.200000000000003                               0.16824723592051333                               0.16824723592051333                               1.0000000000000002
-24.200000000000003                               0.1684947404258545                                0.1684947404258545                                0.9999999999999991
-24.200000000000003                               0.17326838365392                                  0.17326838365392                                  0.9999999999999999
-24.200000000000003                               0.17334080191379897                               0.17334080191379897                               0.9999999999999986
-24.200000000000003                               0.1775826863747731                                0.17758268637477312                               0.9999999999999986
-24.000000000000004                               0.02849748424457288                               0.028497484244572883                              0.9999999999999986
-24.000000000000004                               0.03299061346245964                               0.03299061346245965                               0.9999999999999996
-24.000000000000004                               0.04366524777166005                               0.04366524777166005                               1.0000000000000022
-24.000000000000004                               0.04579329456935256                               0.04579329456935257                               0.9999999999999996
-24.000000000000004                               0.05187488145431949                               0.051874881454319496                              1.0000000000000009
-24.000000000000004                               0.05407759931539832                               0.05407759931539833                               1.0000000000000029
-24.000000000000004                               0.064129833041703                                 0.064129833041703                                 1.0000000000000018
-24.000000000000004                               0.0738083822822948                                0.0738083822822948                                1.000000000000002
-24.000000000000004                               0.07689497433392603                               0.07689497433392603                               0.9999999999999987
