% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 21 2026, 22:04
% Table:              Tabla 8 - Valor propio
% B (T)                                           lambda                                            Energía propia (eV)                               Probabilidad total (1)
0                                                 0.014056748058353344                              0.014056748058353346                              0.9999999999999992
0                                                 0.04085928503665539                               0.04085928503665539                               0.9999999999999981
0                                                 0.04399013845984003                               0.04399013845984003                               0.9999999999999998
0                                                 0.06796677279404047                               0.06796677279404047                               1.0000000000000016
0                                                 0.07106788995150806                               0.07106788995150806                               1.0000000000000007
0                                                 0.07770325045302426                               0.07770325045302426                               1.000000000000001
0                                                 0.08045420010011939                               0.08045420010011939                               0.9999999999999998
0                                                 0.08116830329820318                               0.08116830329820318                               0.9999999999999994
0                                                 0.08402402977256064                               0.08402402977256064                               0.9999999999999993
0                                                 0.08403377604105672                               0.08403377604105672                               0.9999999999999984
0                                                 0.08963276850880558                               0.0896327685088056                                1.0000000000000016
0                                                 0.08963794019950407                               0.08963794019950407                               0.999999999999999
0                                                 0.09759540433392686                               0.09759540433392687                               1.000000000000002
0                                                 0.09759645598696799                               0.097596455986968                                 1.0000000000000027
0                                                 0.10782156068136474                               0.10782156068136474                               0.9999999999999978
0                                                 0.10782287837081692                               0.10782287837081692                               0.9999999999999997
0                                                 0.108284723906772                                 0.108284723906772                                 0.9999999999999996
0                                                 0.112886682764596                                 0.112886682764596                                 1.0000000000000004
0                                                 0.12029235673890862                               0.12029235673890862                               1.0000000000000007
0                                                 0.12029241094953812                               0.12029241094953813                               1.0000000000000007
0                                                 0.1349804587479067                                0.1349804587479067                                0.9999999999999996
0                                                 0.13498047669091406                               0.13498047669091406                               0.9999999999999967
0                                                 0.14903175668066992                               0.14903175668066992                               0.9999999999999983
0                                                 0.15186127184409348                               0.15186127184409348                               0.9999999999999998
0                                                 0.15186127631267016                               0.15186127631267016                               0.9999999999999981
0                                                 0.1616297587360844                                0.1616297587360844                                1
0                                                 0.16254973591365884                               0.16254973591365884                               0.9999999999999984
0                                                 0.1709066551588993                                0.1709066551588993                                1
0                                                 0.17090665657318588                               0.17090665657318588                               0.9999999999999982
0                                                 0.1726563192671654                                0.17265631926716543                               1.0000000000000027
0.2                                               0.014056959595613011+1.7596562691284007E-18i      0.014056959595613013+1.7596562691284007E-18i      0.9999999999999982
0.2                                               0.04085490190411448                               0.04085490190411448                               0.9999999999999982
0.2                                               0.04399682507478244                               0.04399682507478244                               0.9999999999999999
0.2                                               0.06793331382376791                               0.06793331382376791                               1
0.2                                               0.07110345237855056                               0.07110345237855056                               0.9999999999999987
0.2                                               0.07770358174050059                               0.07770358174050059                               0.9999999999999992
0.2                                               0.08043915635753869                               0.08043915635753869                               1.000000000000001
0.2                                               0.08120137861804717                               0.08120137861804717                               1.0000000000000013
0.2                                               0.0837019399700282                                0.0837019399700282                                1.0000000000000002
0.2                                               0.0843704859005919                                0.08437048590059192                               1.0000000000000018
