% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 21 2026, 22:57
% Table:              Tabla 8 - Valor propio
% B (T)                                           lambda                                            Energía propia (eV)                               Probabilidad total (1)
0                                                 0.03809386660028                                  0.03809386660028                                  0.9999999999999998
0                                                 0.044748940265072555                              0.044748940265072555                              0.9999999999999986
0                                                 0.04969189445486291                               0.04969189445486291                               1.000000000000001
0                                                 0.050119641257591184                              0.050119641257591184                              0.9999999999999983
0                                                 0.07836089318076811                               0.07836089318076811                               0.9999999999999986
0                                                 0.07948588881361637                               0.07948588881361637                               1.0000000000000004
0                                                 0.08028421538224317                               0.08028421538224319                               1.0000000000000053
0                                                 0.08137694921922947                               0.08137694921922947                               0.9999999999999977
0                                                 0.0833419819828014                                0.0833419819828014                                0.9999999999999986
0                                                 0.08383346724412125                               0.08383346724412125                               0.9999999999999992
0                                                 0.08814672682540012                               0.08814672682540012                               1.0000000000000013
0                                                 0.08896222282347004                               0.08896222282347005                               0.9999999999999983
0                                                 0.09557198677326618                               0.0955719867732662                                1
0                                                 0.09658932638702465                               0.09658932638702467                               1.0000000000000002
0                                                 0.10546288341084922                               0.10546288341084922                               0.9999999999999988
0                                                 0.1065713630641248                                0.1065713630641248                                0.999999999999999
0                                                 0.11771020491397213                               0.11771020491397213                               0.9999999999999992
0                                                 0.11884591262741082                               0.11884591262741082                               1.0000000000000009
0                                                 0.12091869211253364                               0.12091869211253364                               1.0000000000000007
0                                                 0.120977981245783                                 0.12097798124578302                               0.9999999999999997
0                                                 0.13225196606242778                               0.13225196606242778                               1.0000000000000009
0                                                 0.1333746231913857                                0.1333746231913857                                1
0                                                 0.14903434448670377                               0.14903434448670377                               0.9999999999999989
0                                                 0.1501221799247336                                0.1501221799247336                                0.999999999999998
0                                                 0.16188381470188026                               0.16188381470188026                               0.9999999999999982
0                                                 0.16801453838714095                               0.16801453838714095                               1.0000000000000002
0                                                 0.16905486009895368                               0.16905486009895368                               1.0000000000000002
0                                                 0.17108708543177292                               0.17108708543177292                               0.9999999999999983
0                                                 0.17141695645660254                               0.17141695645660254                               1.0000000000000007
0                                                 0.18098584800608036                               0.18098584800608036                               0.9999999999999996
0.2                                               0.038094721578376345                              0.038094721578376345                              0.9999999999999987
0.2                                               0.04474905064726937                               0.04474905064726937                               1.000000000000002
0.2                                               0.049632591014942815+6.6193090056079075E-18i      0.049632591014942815+6.6193090056079075E-18i      0.9999999999999996
0.2                                               0.050180860012263864                              0.050180860012263864                              0.9999999999999974
0.2                                               0.07830421161391901                               0.07830421161391901                               0.9999999999999987
0.2                                               0.07948119300303236                               0.07948119300303236                               0.9999999999999996
0.2                                               0.08034656025901221-1.1500735578437677E-17i       0.08034656025901221-1.1500735578437677E-17i       1.0000000000000004
0.2                                               0.08138715865886935                               0.08138715865886935                               0.9999999999999976
0.2                                               0.08323945256327131                               0.08323945256327131                               0.9999999999999987
0.2                                               0.08395439562741755                               0.08395439562741755                               1.0000000000000002
0.2                                               0.08794502305830779                               0.0879450230583078                                0.999999999999999
0.2                                               0.08917837893433667                               0.08917837893433667                               1
0.2                                               0.09526331029384946                               0.09526331029384948                               0.9999999999999986
