x_0(nm)	Estado_1(eV)	Estado_2(eV)	Estado_3(eV)	Estado_4(eV)	Estado_5(eV)	Estado_6(eV)	Estado_7(eV)	Estado_8(eV)	Estado_9(eV)	Estado_10(eV)	Estado_11(eV)	Estado_12(eV)	Estado_13(eV)	Estado_14(eV)	Estado_15(eV)	Estado_16(eV)	Estado_17(eV)	Estado_18(eV)	Estado_19(eV)	Estado_20(eV)
12.2	-0.06378062394	-0.05263951198	-0.04211274507	-0.03189230131	-0.03132264312	-0.02191640126	-0.01795985546	-0.01203381954	-0.007475764297	-0.002298598554	0.001455367011	0.002929135701	0.007928172462	0.01221611502	0.01769904392	0.01796869438	0.02143184953	0.02557802145	0.02818884549	0.02968437647
12.4	-0.06376391349	-0.05262874105	-0.04208288581	-0.03185807224	-0.0306481058	-0.02188058033	-0.01744867633	-0.01200233653	-0.006520105552	-0.002086827378	0.003680161086	0.003824581553	0.008249012419	0.01288029965	0.01851048803	0.0197605657	0.02212539345	0.02662812492	0.02888009786	0.0302102905
12.6	-0.06374890931	-0.05261876639	-0.04205927416	-0.03182996192	-0.03011197207	-0.0218508413	-0.01703469672	-0.01197453258	-0.005900585706	-0.001962617968	0.004174171144	0.006108466183	0.0085112393	0.01331486641	0.01895143298	0.02126552094	0.02298801149	0.02755832149	0.02942392786	0.03056168471
12.8	-0.06373477009	-0.05260911392	-0.04203909516	-0.03180536102	-0.0296582227	-0.02182451296	-0.01667796586	-0.01194853902	-0.005450883971	-0.001867556581	0.004528530367	0.0082011089	0.008736664923	0.01362685343	0.01931807665	0.02198653415	0.02432506937	0.02834809307	0.0298695177	0.03082079314
13	-0.06372095549	-0.05259946852	-0.04202085711	-0.03178280097	-0.02925496877	-0.02180009972	-0.01635585921	-0.01192321878	-0.005094550151	-0.001782975732	0.004801766978	0.008940036415	0.01010110395	0.01387053366	0.0196342579	0.02233831458	0.02579148584	0.02899625567	0.03025404574	0.03102501242
13.2	-0.06370707628	-0.05258957803	-0.0420036588	-0.03176135148	-0.02888262791	-0.02177664785	-0.01605418341	-0.01189773564	-0.004793736241	-0.001700480308	0.00502487325	0.009131407147	0.01183122782	0.01407924876	0.01991775072	0.02257204863	0.0271921719	0.02951453735	0.03060575662	0.03119239431
13.4	-0.06369283972	-0.05257924968	-0.04198692312	-0.0317404043	-0.02852852362	-0.02175353298	-0.01576385213	-0.01187146023	-0.004528425111	-0.001615164189	0.00521515899	0.009317661173	0.01338442358	0.01430774373	0.0201810246	0.02275514065	0.028495436	0.02992123324	0.03095178182	0.03133210806
13.6	-0.06367800795	-0.05256831588	-0.04197024701	-0.0317195284	-0.02818398777	-0.02173030746	-0.01547861278	-0.01184383836	-0.004287409503	-0.001523397279	0.005382893491	0.009503779665	0.01424426502	0.01511044563	0.02043309856	0.02291096634	0.02967933123	0.03023660985	0.03133778908	0.0314499959
13.8	-0.06366237935	-0.05255662802	-0.04195333026	-0.03169840379	-0.02784285709	-0.02170663601	-0.01519406845	-0.01181433214	-0.004064350509	-0.00142201022	0.00553444293	0.00969353883	0.01444559074	0.01648175107	0.02068097739	0.0230502053	0.03047942918	0.03064830254	0.03155143918	0.03188403937
14	-0.06364576844	-0.05254404101	-0.04193592882	-0.03167677009	-0.02750050319	-0.02168224032	-0.01490699602	-0.0117823367	-0.003855751118	-0.001307897024	0.005673946232	0.009889981903	0.0145856596	0.01784575724	0.02093124622	0.02317868414	0.03066582659	0.03126969317	0.03164255532	0.03274458925
