% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 17 2026, 02:13
% Table:              Tabla 7 - Valor propio 3
% B (T)                                           n                                                 lambda                                            Energía propia (meV)                              Probabilidad total (1)
0.2                                               1.5                                               0.05407882404766218                               54.07882404766217                                 1.0000000000000007
0.2                                               1.5                                               0.059423124388084295-6.351959893473266E-16i       59.42312438808429-6.351959893473266E-13i          1.0000000000000002
0.2                                               1.5                                               0.06188944208155231+6.828630858594225E-11i        61.8894420815523+6.828630858594224E-8i            0.9999999999999983
0.2                                               1.5                                               0.06218737094821154-1.321708032566835E-11i        62.18737094821154-1.3217080325668348E-8i          1.000000000000001
0.2                                               2                                                 0.011884925061008425                              11.884925061008424                                1.000000000000001
0.2                                               2                                                 0.013637727287264118                              13.637727287264116                                1.000000000000001
0.2                                               2                                                 0.014235950363559                                 14.235950363558999                                0.9999999999999996
0.2                                               2                                                 0.01582297328001102                               15.822973280011016                                1.0000000000000002
0.2                                               2                                                 0.016492016697326348                              16.492016697326346                                0.9999999999999991
0.2                                               2                                                 0.019493038554054792                              19.49303855405479                                 1
0.2                                               2                                                 0.02052319343555087                               20.523193435550866                                1
0.2                                               2                                                 0.022990109144063894                              22.99010914406389                                 1.0000000000000009
0.2                                               2                                                 0.02470848796412145                               24.708487964121446                                0.9999999999999984
0.2                                               2                                                 0.026087991730988608                              26.087991730988605                                0.9999999999999997
0.2                                               2                                                 0.03138253971535865                               31.382539715358647                                1.0000000000000004
0.2                                               2                                                 0.03310897821165909                               33.108978211659085                                0.999999999999999
0.2                                               2                                                 0.039442037290823496                              39.44203729082349                                 0.9999999999999999
0.2                                               2                                                 0.0415146536075635                                41.514653607563496                                0.9999999999999989
0.2                                               2                                                 0.04881316082595529                               48.813160825955286                                1.0000000000000002
0.2                                               2                                                 0.05123165972995795                               51.23165972995795                                 1.0000000000000002
0.2                                               2                                                 0.05834647160616998+3.703966902253944E-14i        58.34647160616998+3.703966902253944E-11i          0.9999999999999979
0.2                                               2                                                 0.05942312435798963-3.703254399579209E-11i        59.42312435798963-3.7032543995792084E-8i          0.9999999999999988
0.2                                               2                                                 0.06218737145042395-1.4789541306918542E-9i        62.187371450423946-1.4789541306918542E-6i         0.999999999999999
0.2                                               2                                                 0.06293342042794685+2.5038075940446774E-8i        62.933420427946835+2.503807594044677E-5i          1.0000000000000002
0.2                                               2.5                                               0.011884972000463873                              11.884972000463872                                1.0000000000000002
0.2                                               2.5                                               0.01363773103479364                               13.637731034793639                                1.0000000000000004
0.2                                               2.5                                               0.0142359555027472                                14.235955502747197                                0.9999999999999986
0.2                                               2.5                                               0.015822975715014814                              15.822975715014811                                1.0000000000000004
0.2                                               2.5                                               0.01649201986644723                               16.492019866447226                                1.0000000000000024
0.2                                               2.5                                               0.01949304149781153                               19.49304149781153                                 0.9999999999999996
0.2                                               2.5                                               0.02052319940779207                               20.523199407792067                                0.9999999999999997
0.2                                               2.5                                               0.024249515140696426                              24.249515140696424                                1.0000000000000004
0.2                                               2.5                                               0.02470851669884422                               24.708516698844218                                1.0000000000000007
0.2                                               2.5                                               0.026087996215549705                              26.0879962155497                                  0.9999999999999989
0.2                                               2.5                                               0.031382539875574045                              31.38253987557404                                 1.0000000000000018
