% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 27 2026, 21:01
% Table:              Tabla 9 - Valor propio 2
% n                                               lambda                                            Energía propia (eV)                               Probabilidad total (1)
1.72                                              0.0864318620242305                                0.08643186202423052                               1.0000000000000013
1.72                                              0.08909153090793705                               0.08909153090793705                               1.0000000000000004
1.74                                              0.07903430267234557                               0.07903430267234557                               0.9999999999999977
1.74                                              0.08458552307878427                               0.08458552307878427                               0.9999999999999992
1.74                                              0.08538869000853401                               0.08538869000853401                               1.0000000000000029
1.74                                              0.08666963226612912                               0.08666963226612912                               1.0000000000000004
1.74                                              0.08909232406491344                               0.08909232406491345                               1.0000000000000027
1.76                                              0.07936828612942796                               0.07936828612942798                               1.0000000000000007
1.76                                              0.08458918986745902                               0.08458918986745902                               0.9999999999999992
1.76                                              0.08544794048819547                               0.08544794048819547                               0.9999999999999999
1.76                                              0.08544794870159643                               0.08544794870159644                               0.9999999999999989
1.76                                              0.0869316474525049                                0.08693164745250491                               1
1.78                                              0.07969584519629269                               0.07969584519629269                               1.0000000000000042
1.78                                              0.08459327564839146                               0.08459327564839146                               1.000000000000002
1.78                                              0.08548838430670136                               0.08548838430670136                               0.9999999999999999
1.78                                              0.08720688100086359                               0.08720688100086359                               0.9999999999999979
1.78                                              0.08909312930753191                               0.08909312930753192                               1.0000000000000007
1.8                                               0.08001702162153229                               0.0800170216215323                                1.0000000000000007
1.8                                               0.08459785500383915                               0.08459785500383915                               1.0000000000000002
1.8                                               0.08551706772775286                               0.08551706772775286                               0.9999999999999987
1.8                                               0.08748837458077459                               0.0874883745807746                                1
1.8                                               0.08909208675405571                               0.08909208675405571                               0.9999999999999997
1.82                                              0.08033196977151036                               0.08033196977151036                               1.000000000000003
1.82                                              0.08460302323485402                               0.08460302323485402                               0.9999999999999998
1.82                                              0.08553820737426683                               0.08553820737426683                               1.0000000000000004
1.82                                              0.08777205680792784                               0.08777205680792784                               0.9999999999999969
1.82                                              0.08909248125654086                               0.08909248125654086                               1
1.8399999999999999                                0.08064040018699178                               0.08064040018699178                               1
1.8399999999999999                                0.08460889281038583                               0.08460889281038583                               1.000000000000001
1.8399999999999999                                0.08555428712924977                               0.08555428712924977                               1.0000000000000004
1.8399999999999999                                0.08805540716871033                               0.08805540716871034                               0.9999999999999981
1.8399999999999999                                0.08909299333115889                               0.08909299333115889                               1.0000000000000004
1.8599999999999999                                0.08094243149954773                               0.08094243149954773                               1.0000000000000013
1.8599999999999999                                0.08461561570892114                               0.08461561570892114                               1.0000000000000018
1.8599999999999999                                0.08556688114139607                               0.08556688114139607                               1
1.8599999999999999                                0.0883372023648033                                0.0883372023648033                                1.0000000000000004
1.8599999999999999                                0.08909343781063062                               0.08909343781063062                               1.0000000000000004
1.88                                              0.08123798066691251                               0.08123798066691251                               0.9999999999999984
1.88                                              0.08462338589844771                               0.08462338589844771                               1.0000000000000002
1.88                                              0.08557698519898463                               0.08557698519898464                               0.9999999999999999
1.88                                              0.08861618502358805                               0.08861618502358805                               1.0000000000000004
1.88                                              0.08909347476420358                               0.0890934747642036                                1.0000000000000009
1.9                                               0.08152690132943533                               0.08152690132943533                               0.9999999999999997
1.9                                               0.08463245602407922                               0.08463245602407922                               0.9999999999999993
1.9                                               0.08558525967311574                               0.08558525967311574                               1
1.9                                               0.08889188277878728                               0.08889188277878728                               1.0000000000000036
1.9                                               0.08909359474835926                               0.08909359474835926                               1.0000000000000004
1.92                                              0.08180895533197834                               0.08180895533197834                               1.0000000000000004
1.92                                              0.08464316587326284                               0.08464316587326286                               1.0000000000000007
1.92                                              0.08559214368656122                               0.08559214368656122                               1.000000000000001
1.92                                              0.08909372546981895                               0.08909372546981895                               0.9999999999999987
1.92                                              0.08916413044664562                               0.08916413044664563                               1.0000000000000036
1.94                                              0.0820837938152714                                0.0820837938152714                                0.9999999999999984
1.94                                              0.08465597419398331                               0.08465597419398331                               1.0000000000000009
1.94                                              0.08559795911428954                               0.08559795911428954                               1.0000000000000018
1.94                                              0.08909365830029913                               0.08909365830029913                               1.0000000000000004
1.94                                              0.08943258761478055                               0.08943258761478057                               1.0000000000000009
1.96                                              0.08235087782136527                               0.08235087782136527                               1.0000000000000013
