% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 10 2026, 14:15
% Table:              Tabla 2 - Valor propio 3
% x_0 (nm)                                        lambda                                            Energía propia (meV)                              Probabilidad total (1)
-34.5                                             0.11358923636544643                               113.58923636544641                                0.9999999999999999
-34.5                                             0.11433314666505023                               114.33314666505022                                1.0000000000000004
-34.5                                             0.11701237207259933                               117.01237207259933                                0.9999999999999991
-34.5                                             0.11754025996250954                               117.54025996250952                                0.9999999999999997
-34.5                                             0.1228379871852829                                122.83798718528288                                1.0000000000000047
-34.5                                             0.12286543464307417                               122.86543464307415                                1.0000000000000013
-34.5                                             0.12847008117163933                               128.47008117163932                                0.9999999999999999
-33.99999999999999                                0.0029206982571742396                             2.9206982571742395                                1
-33.99999999999999                                0.01400514867288738                               14.005148672887378                                0.999999999999999
-33.99999999999999                                0.015003026477061143                              15.003026477061143                                0.9999999999999996
-33.99999999999999                                0.016401682116515534                              16.401682116515534                                0.9999999999999998
-33.99999999999999                                0.01674847140139475                               16.74847140139475                                 0.999999999999999
-33.99999999999999                                0.01980321410945224                               19.803214109452234                                0.9999999999999996
-33.99999999999999                                0.02035063426401454                               20.350634264014538                                0.999999999999999
-33.99999999999999                                0.024872988738864274                              24.872988738864272                                1.0000000000000029
-33.99999999999999                                0.02556099235464647                               25.560992354646466                                1.0000000000000002
-33.99999999999999                                0.031421579570270405                              31.421579570270403                                1.0000000000000007
-33.99999999999999                                0.03225520625594323                               32.25520625594323                                 1.0000000000000016
-33.99999999999999                                0.03926326874104514                               39.26326874104514                                 1
-33.99999999999999                                0.0400733968817234                                40.0733968817234                                  0.9999999999999952
-33.99999999999999                                0.04034506873323733                               40.345068733237326                                0.9999999999999999
-33.99999999999999                                0.04783259335264935                               47.83259335264934                                 0.9999999999999998
-33.99999999999999                                0.049748018879930155                              49.74801887993016                                 1.0000000000000004
-33.99999999999999                                0.05161261816062797                               51.61261816062796                                 1.0000000000000013
-33.99999999999999                                0.05180919533359236                               51.809195333592356                                1
-33.99999999999999                                0.053784694903625044                              53.78469490362504                                 1.0000000000000018
-33.99999999999999                                0.0603739608644524                                60.3739608644524                                  1.0000000000000004
-33.99999999999999                                0.06067271149434249                               60.67271149434249                                 1.0000000000000013
-33.99999999999999                                0.06542989288679191                               65.4298928867919                                  0.9999999999999988
-33.99999999999999                                0.0662654681304939                                66.2654681304939                                  0.9999999999999993
-33.99999999999999                                0.06773508463884656                               67.73508463884656                                 0.9999999999999993
-33.99999999999999                                0.0681694691417043                                68.16946914170428                                 1.000000000000001
-33.99999999999999                                0.07095384961172446                               70.95384961172446                                 1.0000000000000002
-33.99999999999999                                0.07183955057240765                               71.83955057240765                                 0.9999999999999994
-33.99999999999999                                0.07243110697228484                               72.43110697228484                                 1.0000000000000004
-33.99999999999999                                0.07246922513180429                               72.46922513180428                                 0.9999999999999974
-33.99999999999999                                0.07712280788118864                               77.12280788118863                                 0.9999999999999991
-33.99999999999999                                0.07776469301680514                               77.76469301680513                                 1.0000000000000009
-33.99999999999999                                0.08022805402962133                               80.22805402962132                                 1.0000000000000018
-33.99999999999999                                0.08222582309809674                               82.22582309809674                                 1.0000000000000029
-33.99999999999999                                0.08363042291088638                               83.63042291088637                                 0.9999999999999998
-33.99999999999999                                0.08475057715257617                               84.75057715257616                                 0.999999999999999
-33.99999999999999                                0.0855650135095895                                85.56501350958949                                 0.9999999999999999
-33.99999999999999                                0.08558958804309849                               85.58958804309847                                 1.0000000000000004
-33.99999999999999                                0.0933554300895607                                93.35543008956068                                 1.0000000000000004
-33.99999999999999                                0.09420658865839143                               94.20658865839142                                 0.9999999999999991
-33.99999999999999                                0.09872754597708631                               98.72754597708631                                 0.9999999999999989
-33.99999999999999                                0.0992179318092235                                99.21793180922349                                 0.9999999999999983
-33.99999999999999                                0.1042770727550397                                104.2770727550397                                 1.0000000000000007
-33.99999999999999                                0.10500417079045249                               105.00417079045248                                0.9999999999999991
-33.99999999999999                                0.11328807182847513                               113.28807182847511                                0.9999999999999986
-33.99999999999999                                0.11419178839322412                               114.1917883932241                                 1.0000000000000004
-33.99999999999999                                0.11688596808709563                               116.88596808709562                                1.0000000000000018
-33.99999999999999                                0.11746138567202005                               117.46138567202004                                1
-33.99999999999999                                0.12278693600681422                               122.7869360068142                                 0.9999999999999993
-33.99999999999999                                0.12281511275187498                               122.81511275187498                                0.9999999999999994
