x_0(nm)	Estado_1(eV)	Estado_2(eV)	Estado_3(eV)	Estado_4(eV)	Estado_5(eV)	Estado_6(eV)	Estado_7(eV)	Estado_8(eV)	Estado_9(eV)	Estado_10(eV)	Estado_11(eV)	Estado_12(eV)	Estado_13(eV)	Estado_14(eV)	Estado_15(eV)	Estado_16(eV)	Estado_17(eV)	Estado_18(eV)	Estado_19(eV)	Estado_20(eV)
16	-0.06380046987	-0.05265184165	-0.0421549582	-0.03224187962	-0.03193779968	-0.0219636514	-0.01864495534	-0.01207240668	-0.009109487639	-0.002841517181	-0.0005546157324	0.001685456359	0.00752002658	0.01110517611	0.01543256791	0.01731697505	0.02047382828	0.02445345255	0.02730699075	0.02879799449
16.2	-0.06380047009	-0.05265184182	-0.0421549582	-0.03224188077	-0.03193779926	-0.02196365016	-0.01864495566	-0.01207240477	-0.00910948876	-0.002841515623	-0.0005546160992	0.001685457206	0.007520031401	0.01110517918	0.01543256805	0.01731697948	0.02047383313	0.02445345555	0.02730699988	0.02879799993
16.4	-0.06380046983	-0.05265184143	-0.04215495723	-0.0322418788	-0.03193779798	-0.02196364844	-0.01864495283	-0.01207240271	-0.009109482997	-0.002841511953	-0.0005546083404	0.001685464102	0.007520034664	0.01110518447	0.01543258184	0.01731698495	0.02047383865	0.02445347121	0.02730700854	0.02879800792
16.6	-0.0638004698	-0.05265184138	-0.04215495737	-0.03224187882	-0.03193779795	-0.02196364936	-0.01864495305	-0.01207240308	-0.009109482244	-0.002841513409	-0.0005546089455	0.001685462894	0.00752003224	0.01110517991	0.0154325802	0.01731698095	0.02047383313	0.02445345436	0.02730699876	0.02879799145
16.8	-0.06380047009	-0.05265184186	-0.04215495832	-0.03224188087	-0.03193779939	-0.02196365088	-0.01864495637	-0.0120724055	-0.009109488246	-0.002841516777	-0.0005546170416	0.001685457003	0.007520028379	0.01110517577	0.01543256669	0.01731697614	0.02047382949	0.02445344482	0.02730699239	0.02879799082
17	-0.06380047005	-0.05265184171	-0.04215495769	-0.03224188035	-0.03193779812	-0.02196364886	-0.01864495456	-0.01207240284	-0.009109483472	-0.002841512896	-0.000554611159	0.001685462694	0.007520034277	0.01110518215	0.01543257751	0.01731698279	0.02047383527	0.02445346179	0.0273070019	0.02879799859
17.2	-0.06380047001	-0.05265184146	-0.04215495725	-0.03224187952	-0.03193779754	-0.02196364785	-0.01864495222	-0.01207240183	-0.009109481324	-0.002841510852	-0.0005546064124	0.00168546679	0.007520036249	0.01110518628	0.0154325856	0.01731698587	0.02047384084	0.02445347579	0.02730700726	0.02879800588
17.4	-0.06380046973	-0.05265184107	-0.0421549565	-0.03224187839	-0.03193779614	-0.02196364606	-0.01864495035	-0.01207239893	-0.009109477521	-0.002841507333	-0.0005546019503	0.001685471532	0.007520040966	0.01110519117	0.01543259262	0.01731699153	0.02047384483	0.02445348177	0.0273070134	0.02879800874
17.6	-0.06380047019	-0.05265184217	-0.04215495854	-0.03224188193	-0.03193779964	-0.02196365113	-0.01864495694	-0.0120724063	-0.009109486664	-0.00284151766	-0.0005546148422	0.001685458435	0.00752002706	0.0111051742	0.01543257172	0.0173169727	0.02047382528	0.02445345026	0.02730698856	0.02879798079
17.8	-0.06380047008	-0.05265184187	-0.0421549578	-0.03224188135	-0.03193779822	-0.0219636484	-0.01864495593	-0.01207240228	-0.009109483723	-0.002841512331	-0.0005546130588	0.001685462532	0.007520034949	0.0111051829	0.01543257717	0.01731698477	0.02047383554	0.02445346324	0.02730700198	0.02879799627
