x_0(nm)	Estado_1(eV)	Estado_2(eV)	Estado_3(eV)	Estado_4(eV)	Estado_5(eV)	Estado_6(eV)	Estado_7(eV)	Estado_8(eV)	Estado_9(eV)	Estado_10(eV)	Estado_11(eV)	Estado_12(eV)	Estado_13(eV)	Estado_14(eV)	Estado_15(eV)	Estado_16(eV)	Estado_17(eV)	Estado_18(eV)	Estado_19(eV)	Estado_20(eV)
-30	-50.81639115	-40.21837078	-29.88517834	-19.80845651	-9.98247428	-7.922337425	-0.4038517391	3.62244962	8.928620297	14.93213057	18.01405975	25.99773987	26.84969278	30.01162661	35.4288625	36.81235931	43.74557111	47.36200922	49.86604345	51.78785089
-29.75	-50.16479076	-39.61036432	-29.32045403	-19.28683635	-9.503892171	-7.265189795	0.03165592563	4.230467636	9.320916451	15.49127441	18.36290402	26.50812244	27.15486328	30.1690295	35.6895473	37.27447027	43.9611846	47.77551298	49.94648455	51.95746413
-29.5	-49.51374	-39.00311296	-28.75668812	-18.76637703	-9.026673826	-6.608117808	0.4655950455	4.838196973	9.711435947	16.0499117	18.70975925	27.01762798	27.45797451	30.32613795	35.94778391	37.73563847	44.1741054	48.18770252	50.02657204	52.12411091
-29.25	-59.6046406	-48.86324325	-38.39662377	-28.19389041	-18.2470911	-8.550834577	-5.951122357	0.8979474462	5.445634157	10.10015767	16.60803599	19.05460152	27.52583735	27.75940932	30.48294853	36.20354221	38.1958512	44.38429779	48.59847303	50.10639363
-29	-58.90998253	-48.21330498	-37.79090396	-27.63207091	-17.72899137	-8.076390073	-5.294204362	1.328694571	6.052775628	10.48706006	17.1656406	19.39740653	28.02297743	28.06890368	30.63945769	36.45679088	38.65509593	44.59172519	49.00761843	50.18613801
-28.75	-58.21567143	-47.56392972	-37.1859609	-27.07123982	-17.21209091	-7.603356292	-4.637364777	1.757817467	6.659617735	10.8721211	17.72271845	19.73814963	28.3496335	28.54583436	30.79566178	36.70749761	39.11336018	44.79635013	49.41463851	50.26628763
-28.5	-57.5217091	-46.91512212	-36.5818021	-26.51140755	-16.69640307	-7.13174955	-3.980604586	2.185296777	7.266156731	11.25531828	18.27926198	20.07680595	28.64445872	29.05150939	30.95155705	36.95562914	39.57063136	44.99813425	49.81784696	50.34851074
-28.25	-56.82809737	-46.2668869	-35.9784352	-25.95258474	-16.18194148	-6.66158651	-3.323924805	2.611112723	7.872388771	11.63662862	18.8352629	20.41335063	28.93613806	29.55720407	31.10713963	37.20115135	40.02689673	45.19703824	50.20631577	50.44371687
-28	-56.13483807	-45.61922887	-35.37586804	-25.39478223	-15.66872004	-6.192884193	-2.667326484	3.035245097	8.478309906	12.01602862	19.39071167	20.74775927	29.22524399	30.0623053	31.26240555	37.44402918	40.48214333	45.39302179	50.45630759	50.67562455
-27.75	-55.4419331	-44.97215293	-34.77410857	-24.8380111	-15.15675297	-5.725659992	-2.01081071	3.457673242	9.083916076	12.39349428	19.94559645	21.08000899	29.51185864	30.56668937	31.41735076	37.68422672	40.93635797	45.5860436	50.55337073	51.05866628
-27.5	-54.74938438	-44.32566411	-34.17316494	-24.28228266	-14.64605478	-5.259931681	-1.354378603	3.878376045	9.689203103	12.76900107	20.49990038	21.4100811	29.79598653	31.07030918	31.57197108	37.92170711	41.38952719	45.77606132	50.63391678	51.45641088
-27.25	-54.05719384	-43.6797675	-33.57304546	-23.72760847	-14.13664031	-4.795717425	-0.6980313234	4.297331916	10.29416668	13.14252392	21.05359355	21.73796912	30.07761007	31.57313871	31.72626224	38.15643258	41.84163724	45.96303149	50.71110437	51.8556797
-27	-53.36536347	-43.03446833	-32.97375862	-23.17400033	-13.62852473	-4.333035798	-0.04177006733	4.714518777	10.89880236	13.51403721	21.60660056	22.06371118	30.35670304	31.88021977	32.07515965	38.38836438	42.29267407	46.14690953	50.78680048	52.25458536
-26.75	-52.67389528	-42.3897719	-32.3753131	-22.62147031	-13.12172352	-3.871905793	0.6144039271	5.129914045	11.50310551	13.88351478	22.15857261	22.3876179	30.63323491	32.03383932	32.57635665	38.61746279	42.74262332	46.3276497	50.86152803	52.65258409
-26.5	-51.98279133	-41.74568366	-31.77771774	-22.07003074	-12.61625253	-3.412346835	1.270489381	5.543494613	12.10707134	14.25092994	22.69186218	22.72729769	30.90717258	32.18711621	33.07671603	38.84368704	43.19147029	46.50520501	50.93548795	53.04945366
-26.25	-51.29205369	-41.10220915	-31.1809816	-21.51969422	-12.11212798	-2.954378798	1.926484971	5.955236838	12.71069475	14.61625549	23.02444046	23.26473921	31.17848117	32.34004576	33.57622465	39.06699532	43.63919992	46.67952722	51.00877262	53.44507996
-26	-50.6016845	-40.45935404	-30.58511394	-20.97047364	-11.60936643	-2.498022016	2.582389331	6.365116517	13.31397032	14.97946381	23.3412503	23.81495851	31.44712431	32.49262317	34.07486965	39.28734471	44.0857968	46.85056678	51.08142949	53.83939331
-25.75	-49.91168592	-39.81712412	-29.99012422	-20.4223822	-11.10798486	-2.043297302	3.238201045	6.773108876	13.91689201	15.34052705	23.6552213	24.36498376	31.71306437	32.64484356	34.57263818	39.50469116	44.53124513	47.01827274	51.1534847	54.23234486
-25.5	-49.22206015	-39.1755253	-29.39602211	-19.87543337	-10.60800061	-1.590225964	3.893918649	7.179188543	14.51945275	15.69941759	23.96663234	24.91449277	31.97626251	32.79670195	35.06951729	39.71898942	44.97552872	47.18259276	51.22495323	54.34990603
-25.25	-48.53280944	-38.53456364	-28.80281752	-19.32964097	-10.10943146	-1.13882982	4.549540624	7.583329535	15.12164312	16.05610925	24.27551256	25.4634119	32.23667875	32.9481933	35.56549387	39.93019304	45.41863099	47.34347299	51.29584371	54.45883161
-25	-47.84393608	-37.89424531	-28.21052057	-18.78501913	-9.612295597	-0.6891312184	5.205065397	7.985505236	15.72344743	16.41058124	24.58184759	26.0117098	32.49427192	33.09931249	36.06055453	40.13825425	45.8605349	47.50085804	51.366161	54.56384658
-24.75	-47.15544241	-37.25457665	-27.61914162	-18.2415823	-9.116611662	-0.2411530527	5.860491332	8.385688378	16.32482594	16.76283589	24.88560978	26.55936708	32.7489997	33.2500544	36.55468565	40.343124	46.30122301	47.65469092	51.43590756	54.6648814
-24.5	-46.46733081	-36.61556413	-27.0286913	-17.69934532	-8.622398744	0.2050812147	6.515816721	8.783851024	16.92555397	17.11305949	25.1867659	27.10636854	33.00081859	33.40041389	37.04787327	40.54475182	46.7406774	47.80491295	51.50508429	54.761864
-24.25	-45.77960372	-35.97721437	-26.43918047	-17.15832335	-8.129676402	0.6495475349	7.171039776	9.179964551	17.45814371	17.52870046	25.48527962	27.6527006	33.24968384	33.55038587	37.54010308	40.7430858	47.17887967	47.95146371	51.57369103	54.85471955
-24	-45.09226361	-35.33953414	-25.85062026	-16.61853195	-7.638464688	1.09222125	7.826158599	9.573999652	17.80467871	18.12763482	25.78111255	28.19835012	33.49554944	33.69996542	38.03136044	40.93807254	47.61581095	48.09428096	51.64172688	54.94337031
-23.75	-44.40531302	-34.7025304	-25.26302209	-16.07998706	-7.148784157	1.533077072	8.481171143	9.965926346	18.1475779	18.72740212	26.07422464	28.74330379	33.73836809	33.84914782	38.5216303	41.12965706	48.05145185	48.23330056	51.70919042	55.02773539
-23.5	-43.71875454	-34.06621026	-24.67639763	-15.54270502	-6.660655891	1.972089057	9.1360751	10.35571405	18.48793034	19.3268707	26.3645744	29.28754774	33.97809111	33.9979288	39.01089721	41.31778275	48.36845637	48.48578244	51.77607986	55.10773049
-23.25	-43.03259082	-33.43058099	-24.09075888	-15.0067026	-6.174101517	2.409230584	9.790867624	10.74333185	18.8257709	19.92596187	26.65211895	29.83106712	34.14630476	34.21466846	39.49914531	41.50239126	48.49968023	48.91878225	51.8423931	55.18326764
-23	-42.34682455	-32.79565007	-23.50611814	-14.47199699	-5.689143229	2.844474326	10.44554437	11.12874939	19.16107861	20.52465161	26.93681407	30.37384551	34.29427331	34.44804858	39.98635826	41.68342248	48.62690179	49.35043023	51.90812789	55.25425484
-22.75	-41.66145852	-32.16142516	-22.922488	-13.93860583	-5.205803804	3.277792226	11.10009478	11.51194158	19.49382034	21.12292677	27.2186142	30.91586418	34.44183386	34.67817844	40.47251928	41.8608144	48.75004848	49.78070473	51.97328179	55.32059571
-22.5	-40.97649553	-31.5279141	-22.33988142	-13.40654724	-4.724106632	3.709155464	11.75444074	11.89294988	19.82395842	21.72077749	27.4974724	31.45710067	34.58898907	34.90500339	40.95761107	42.03450305	48.86904538	50.20958349	52.03785225	55.38218908
