% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 14 2026, 18:41
% Table:              Tabla 5 - Valor propio 1
% B (T)                                           lambda                                            Energía propia (eV)                               Probabilidad total (1)
15.4                                              -0.02130379221952916-6.015115777451827E-16i       -0.02130379221952916-6.015115777451827E-16i       1
15.4                                              -0.012195047580231141-6.83297863309692E-16i       -0.012195047580231143-6.83297863309692E-16i       1
15.4                                              -0.003243264783250016+1.0830678935906775E-16i     -0.003243264783250016+1.0830678935906775E-16i     0.9999999999999998
15.4                                              -9.305877213258984E-4+2.289032413337239E-17i      -9.305877213258985E-4+2.289032413337239E-17i      1.0000000000000004
15.4                                              0.005541983878320958-2.0323427437504312E-17i      0.005541983878320958-2.0323427437504315E-17i      0.9999999999999992
15.4                                              0.010357817155931981+1.5326149969256397E-16i      0.010357817155931981+1.53261499692564E-16i        0.9999999999999993
15.4                                              0.014151439646469213+2.0887168676703982E-16i      0.014151439646469213+2.0887168676703982E-16i      0.9999999999999988
15.4                                              0.02136590498292501+1.8262097883600827E-16i       0.02136590498292501+1.8262097883600827E-16i       1.0000000000000009
15.4                                              0.022575958218064615+2.0544205409133564E-16i      0.022575958218064615+2.0544205409133567E-16i      0.9999999999999999
15.4                                              0.030804140641496003+3.503948329345825E-17i       0.030804140641496006+3.503948329345825E-17i       0.9999999999999999
15.4                                              0.03131234946682025                               0.03131234946682026                               0.9999999999999988
15.4                                              0.03211105692835224-3.210719659202356E-16i        0.03211105692835224-3.210719659202356E-16i        0.9999999999999988
15.4                                              0.03882806194544346+2.5988115893485815E-16i       0.038828061945443464+2.5988115893485815E-16i      1.0000000000000022
15.4                                              0.04257364976700636+9.710803614060392E-17i        0.04257364976700636+9.710803614060392E-17i        0.9999999999999999
15.4                                              0.04663428325644847+1.1159920380959129E-15i       0.04663428325644847+1.1159920380959129E-15i       0.999999999999999
15.4                                              0.0495958261401869+1.7284936814891072E-17i        0.0495958261401869+1.7284936814891072E-17i        0.9999999999999982
15.4                                              0.05277628158557804+1.0672345219511618E-15i       0.052776281585578046+1.0672345219511618E-15i      1.0000000000000016
15.4                                              0.0542115696265173-1.6565799756187106E-16i        0.0542115696265173-1.6565799756187108E-16i        0.9999999999999996
15.4                                              0.061525378003454485+1.5099453542573214E-16i      0.061525378003454485+1.5099453542573214E-16i      1.0000000000000033
15.4                                              0.06272910610878243-1.545096570772418E-16i        0.06272910610878243-1.545096570772418E-16i        1.0000000000000018
15.4                                              0.06646737845433318                               0.06646737845433318                               1.0000000000000018
15.4                                              0.06858691915612336+9.134525036690887E-18i        0.06858691915612336+9.134525036690887E-18i        0.9999999999999992
15.4                                              0.07239976346147214-1.369616549901503E-16i        0.07239976346147214-1.369616549901503E-16i        0.9999999999999994
15.4                                              0.07534970249604159-1.8229613366692834E-16i       0.0753497024960416-1.8229613366692834E-16i        1.0000000000000013
15.4                                              0.07606725956640197                               0.07606725956640197                               1.0000000000000027
