% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 21 2026, 23:29
% Table:              Tabla 8 - Valor propio
% B (T)                                           lambda                                            Energía propia (eV)                               Probabilidad total (1)
0                                                 0.03956183293755172                               0.03956183293755172                               0.9999999999999982
0                                                 0.05112732398597567                               0.05112732398597568                               0.9999999999999982
0                                                 0.05133059046133237                               0.05133059046133237                               1
0                                                 0.07531894204391114                               0.07531894204391114                               0.9999999999999982
0                                                 0.07972418065868284                               0.07972418065868284                               1.0000000000000016
0                                                 0.081607455034565                                 0.081607455034565                                 0.9999999999999994
0                                                 0.08167525847716545                               0.08167525847716545                               1.0000000000000018
0                                                 0.08243373344256585                               0.08243373344256585                               0.9999999999999978
0                                                 0.08497051466108495                               0.08497051466108495                               0.9999999999999992
0                                                 0.0851111578163901                                0.0851111578163901                                0.999999999999998
0                                                 0.09041232219102292                               0.09041232219102292                               1.000000000000001
0                                                 0.09056689245149482                               0.09056689245149482                               1.0000000000000013
0                                                 0.09830670327259415                               0.09830670327259415                               0.9999999999999986
0                                                 0.09842840135802684                               0.09842840135802684                               1.0000000000000016
0                                                 0.10850142834764145                               0.10850142834764147                               1.000000000000001
0                                                 0.10859080335867707                               0.10859080335867709                               0.9999999999999996
0                                                 0.12094693249277604                               0.12094693249277605                               0.9999999999999997
0                                                 0.12101278215028533                               0.12101278215028533                               1.0000000000000016
0                                                 0.12233068939332975                               0.12233068939332976                               1.0000000000000002
0                                                 0.12235222034127777                               0.12235222034127777                               0.9999999999999984
0                                                 0.13561260893212113                               0.13561260893212115                               0.9999999999999994
0                                                 0.13566260570377114                               0.13566260570377114                               1.0000000000000004
0                                                 0.15246971448223767                               0.15246971448223767                               0.9999999999999997
0                                                 0.15250978915204863                               0.15250978915204863                               0.9999999999999993
0                                                 0.1633450419135693                                0.1633450419135693                                0.9999999999999987
0                                                 0.17148895282657253                               0.17148895282657253                               1
0                                                 0.17152355470776168                               0.1715235547077617                                0.9999999999999992
0                                                 0.1724963344829934                                0.1724963344829934                                0.9999999999999983
0                                                 0.17281406755592063                               0.17281406755592066                               1.0000000000000007
0                                                 0.18250413037753704                               0.18250413037753704                               1.0000000000000007
0.2                                               0.0395627106513423                                0.0395627106513423                                0.9999999999999991
0.2                                               0.051029880304626296                              0.051029880304626296                              0.9999999999999987
0.2                                               0.051429923431322015                              0.05142992343132202                               0.9999999999999973
0.2                                               0.07531903154255351                               0.07531903154255351                               1.0000000000000018
0.2                                               0.07966682335068281                               0.07966682335068283                               0.9999999999999976
0.2                                               0.0815980615428277                                0.08159806154282771                               0.9999999999999991
0.2                                               0.08173518684541818-1.1078977858941103E-17i       0.08173518684541818-1.1078977858941103E-17i       0.999999999999999
0.2                                               0.08245926255186606                               0.08245926255186606                               1.0000000000000018
0.2                                               0.08472174723736664                               0.08472174723736664                               0.9999999999999994
0.2                                               0.08537539614389318                               0.0853753961438932                                1.0000000000000007
